timestamp,prices,market_caps,total_volumes
1600128000000,2.466317067082918,246143276.32470703,365953806.659917
1600214400000,1.7600748844582927,176365997.9539794,450140712.32136136
1600300800000,1.5349045864043305,153452278.96082968,230712290.49622133
1600387200000,1.5338439692812411,153904581.12328184,233106250.18739498
1600473600000,1.6854035323019958,168698954.24018776,291644934.3479272
1600560000000,1.780915157797198,179023600.03537044,237626162.78694022
1600646400000,1.6486768612198108,166133207.01439074,222624104.03746998
1600732800000,1.4163290940080728,143755844.65097535,180064927.08192858
1600819200000,1.38847740541405,139134983.56282648,101128113.37339507
1600905600000,1.2632760110071624,127548722.3305611,130170257.80125041
1600992000000,1.4052609279462722,140488149.45344055,106071958.9380317
1601078400000,1.4005624540876558,140001751.15481636,71069534.00566742
1601164800000,1.3925237055996822,140257795.59485257,54429684.48608336
1601251200000,1.3745379474748072,137356091.61847275,48480105.8470262
1601337600000,1.2561496964439667,125483002.76657945,54747781.76454534
1601424000000,1.2532337804703255,125116179.16618958,53335104.384515174
1601510400000,1.2800301370273781,127994145.47317915,58646452.010904655
1601596800000,1.2520212289928376,125051457.26120587,55682301.71180161
1601683200000,1.1163570665381624,111502731.8760406,65641753.09724807
1601769600000,1.054979987381176,105321503.23766997,36296820.33694993
1601856000000,0.8743650336891737,87615676.68149984,65630893.95058681
1601942400000,0.8442974451406534,84552330.14083157,80183213.86629763
1602028800000,0.6389080796567451,63234586.96942458,115436635.74335267
1602115200000,0.6551638239510282,64974404.24518602,110900223.33517998
1602201600000,0.7699865380988846,76798953.41779727,115916093.46303335
1602288000000,0.8258919827833502,82528347.43040437,88017588.02255934
1602374400000,0.7485887731600696,74872257.90306875,71517501.65777962
1602460800000,0.7603969621142401,76031103.51368691,56868191.393860936
1602547200000,0.7617131288350473,76459700.62397559,43530101.70452719
1602633600000,0.736662607980723,73486281.9000652,32494162.749290816
1602720000000,0.7212741998931236,72077225.26165037,34632460.652904235
1602806400000,0.6974600867683236,70119012.40127861,37491267.01417296
1602892800000,0.65466491233959,65675641.77040526,37687639.59609442
1602979200000,0.6594763735262619,65834169.670680076,22830764.5762734
1603065600000,0.7132309040240938,71144057.20101318,24929400.240908984
1603152000000,0.6764749897091791,67798852.03104453,18046533.052894983
1603238400000,0.6247681798551818,62340010.58879777,25923915.670193296
1603324800000,0.661307921655912,66050278.230349265,33823905.998883165
1603411200000,0.6636944025233142,66355300.28579758,26937774.70192638
1603497600000,0.6628279428474675,66222306.399884515,22005638.444725774
1603584000000,0.6567956709652782,65665067.63596026,13121426.232607048
1603670400000,0.6223042502704424,62350345.160560355,13699247.635406798
1603756800000,0.6244772787750167,62369512.7140706,25516305.828317396
1603843200000,0.6871061758832427,68439932.18238321,50448496.70110134
1603929600000,0.638364746375585,63866002.45140872,39801470.07070535
1604016000000,0.6434118038028745,64254947.733349554,30509181.70810528
1604102400000,0.5999008737181044,60001794.02941717,29891007.3195019
1604188800000,0.6051144225757321,60476969.9162307,18072890.403716765
1604275200000,0.605497616195238,60651976.77939047,12844187.644380113
1604361600000,0.5839904759000384,58668697.126696244,19915752.75156004
1604448000000,0.523759317323005,52398708.42569366,24786180.823664933
1604534400000,0.4897118218218134,48864344.15656585,19375736.5386055
1604620800000,0.5194329912307327,51865749.20706053,31357317.020584945
1604707200000,0.613314252299653,61401222.85813069,36889086.15487749
1604793600000,0.6040202182909847,80707751.78337376,61761752.88646233
1604880000000,0.638728271461826,85495987.67822684,28683189.63354926
1604966400000,0.6012763722590363,80495797.03498061,26281699.175605707
1605052800000,0.671140148919757,89856970.43078105,32027446.909807615
1605139200000,0.6841675214412979,84126514.6040396,52627578.76554348
1605225600000,0.6907720407402487,84398191.78289145,42278743.91349653
1605312000000,0.9621790716818656,115350753.96618949,100378585.04162112
1605398400000,1.0552608606725258,128967783.73352821,140277604.9657946
1605484800000,1.2394727382546975,151536993.67583835,212094357.03518444
1605571200000,1.3284435734921005,162242692.72591335,219826925.83308122
1605657600000,1.3327763124015382,162565496.8612256,145557723.8199266
1605744000000,1.1466741985332136,141018952.74819738,110551645.63340192
1605830400000,1.5564904516203801,189242851.02703622,272754334.00582993
1605916800000,1.5750666317444246,194904987.93362814,209967445.14404124
1606003200000,1.6529507244531745,201852292.4139345,167854817.66002986
1606089600000,1.6172825181351087,201072421.51559353,176136563.84656456
1606176000000,1.5116538984733374,186214678.00734264,152953112.66034126
1606262400000,1.336430137780788,165523685.48998767,181009250.3489297
1606348800000,1.2200192294197347,151412064.80490455,128087290.00011134
1606435200000,1.4179130936960553,175606149.53456226,260867151.28887743
1606521600000,1.439727485115571,179014025.10415405,203618063.60358766
1606608000000,1.3640439447321413,170642028.77771786,90203775.69858187
1606694400000,1.418253338883484,176575755.66437185,75576108.23543485
1606780800000,1.5684390269686421,195563876.82023,138490907.0955865
1606867200000,1.9572198159049476,242335479.7847818,470229783.1044729
1606953600000,2.187046428265219,275382810.7485896,454367547.1366088
1607040000000,2.133723211503135,268160042.0857302,205008814.63019592
1607126400000,1.9135950227046754,241599691.92334533,194983464.0149949
1607212800000,2.3152109560491145,293175750.1862747,250354508.10102803
1607299200000,2.1815232980676074,276808338.6202137,166447483.42925698
1607385600000,2.4255101892759017,309626364.86134756,236898538.0021226
1607472000000,2.121546905032378,271559262.1132281,248244228.54298922
1607558400000,2.231696498020479,286252631.31503,218307191.35674688
1607644800000,2.1630658492621726,276221545.2405582,152450888.72042674
1607731200000,1.939684476296973,246808125.0744484,166462818.60384122
1607817600000,2.1464177223514787,273959606.0327177,135739295.38047183
1607904000000,2.3838390867521637,301654808.701478,180505014.75625107
1607990400000,2.5502567181730025,323825415.63908017,197295378.5537764
1608076800000,2.738022693044251,349445253.59436154,298589276.07977873
1608163200000,2.8410795064150487,358590766.17288053,353866541.5307817
1608249600000,2.681942310341384,340293711.14875734,289862799.77367634
1608336000000,2.8182139294908684,357594814.9034106,201186030.35933828
1608422400000,2.8827867941722167,367436819.0228843,271935822.6214418
1608508800000,2.690814245967957,342878985.88064986,200183926.09118345
1608595200000,2.528079474230607,321554971.3063515,212561842.88001433
1608681600000,2.7269902318193635,348264607.488624,263826533.46105385
1608768000000,2.203266714133427,286475407.5124686,309757024.8272947
1608854400000,2.5902018893603924,326132318.4554661,380366887.0871975
1608940800000,2.5333678516067515,322190894.9185435,224749021.72457525
1609027200000,2.385981381888633,303180752.9725098,188297660.6204141
1609113600000,2.6389825455111375,338383619.6961265,289434766.4047172
1609200000000,2.620786323437087,334466026.7550975,274512689.6590193
1609286400000,2.5165353425131203,320707512.9571634,216653490.59570077
1609372800000,2.6063728927139755,335895270.8086843,216458406.0613246
1609459200000,2.8627971877140435,363590380.260421,267454744.28492162
1609545600000,3.3241952905979963,421919120.7145377,424894334.3798594
1609632000000,3.20439603631154,406583152.46733326,381106454.1282599
1609718400000,3.495572462787396,447939723.308254,438004449.1740674
1609804800000,3.478261980493992,438181359.73821187,561986731.1263406
1609891200000,3.872301962083987,491611161.75281954,590756791.6348475
1609977600000,3.8959251026946897,494956068.94809353,426601528.7192704
1610064000000,3.9499406792120344,501140833.45261204,426564726.45930725
1610150400000,4.3089930434153185,545092551.2775482,540729434.6024022
1610236800000,4.69700770324206,600434909.4672515,571400676.398047
1610323200000,4.421076280409998,565151264.267672,401350907.68797165
1610409600000,3.873151891396766,489938969.6309571,526551612.9633487
1610496000000,4.226319723286153,539841794.2470675,512729435.71760017
1610582400000,5.143004837946721,653331818.5412595,607172267.46231
1610668800000,5.545251674666185,697064617.1833159,624868542.0773113
1610755200000,6.390447886175705,818220766.3672507,919226362.4040844
1610841600000,7.159263869952406,911136225.6674762,790631683.544147
1610928000000,7.036665172414958,903855287.1939975,753347494.7955568
1611014400000,7.440425640066291,944251565.6638117,640030399.356807
1611100800000,6.596993495311862,842236428.1148884,580143363.478661
1611187200000,7.2962944493025885,925779319.0421883,684006533.109138
1611273600000,5.650431653896967,723199687.5414778,650624063.7887609
1611360000000,6.749211831706219,860095560.2970381,662381692.3239216
1611446400000,7.0431896765378985,894954403.4456819,549853956.9762508
1611532800000,8.349441506364654,1066474255.9211017,785975527.1951814
1611619200000,7.734134725083818,985171385.3023442,1033665485.4161597
1611705600000,8.071799390110874,1024122213.5036335,1130498670.4221568
1611792000000,7.0937722350601655,899409797.6544682,819772869.1628414
1611878400000,8.252655118565292,1053216710.0857165,925582169.1153834
1611964800000,8.981267526689924,1137132963.5792441,891663986.5838413
1612051200000,10.271648597127069,1296319148.5662124,1012837002.9048405
1612137600000,10.189695176094023,1299952563.328017,1339410927.702099
1612224000000,12.951361314808985,1624693124.0340688,1371135698.0035954
1612310400000,12.669256850435083,1623732137.9662344,1133464558.4640222
1612396800000,14.240001931560789,1806956945.0872233,1099970628.4229803
1612483200000,15.360222705377879,1951862817.4018006,1199349660.201689
1612569600000,15.01994867214776,1900908689.8239655,781170360.2861241
1612656000000,13.829829792364826,1759306266.1018677,994802403.0073452
1612742400000,13.094867570667203,1669353626.5574834,836566330.3399215
1612828800000,14.173284240210881,1801882303.3660321,866864880.014608
1612915200000,14.32485085687392,1833098353.6442573,747602219.1622417
1613001600000,14.890321800415252,1889831971.0386906,973964242.6401267
1613088000000,16.87982216753701,2154083432.697369,970041537.5411583
1613174400000,16.574148907716854,2110044452.1092153,773963517.0943074
1613260800000,15.955115740594584,2037300450.1855154,566022948.8496237
1613347200000,14.985607069191206,1911371029.2607145,517919896.4228499
1613433600000,17.18912088911105,2180618375.925494,1238733918.92689
1613520000000,16.426581924107303,2090291390.580843,715620761.5855328
1613606400000,16.18894905379643,2055083587.8095138,810828288.8705528
1613692800000,15.799204530664982,2005423139.3768778,575710081.4771633
1613779200000,14.532552564528704,1844716791.0756466,804727726.9548922
1613865600000,18.448055547483406,2324861913.770658,2220612287.1248336
1613952000000,17.40965854533368,2216366559.905873,891298191.72024
1614038400000,16.65915041242583,2118047866.0337644,1309425168.8823905
1614124800000,14.668956497195339,1862272975.4915912,1365106622.1312096
1614211200000,14.709110647297972,1867338305.3694644,823577595.5930902
