timestamp,prices,market_caps,total_volumes
1592870400000,15.19739768926563,92723428.60968758,2498825.7208253476
1592956800000,15.19739768926563,92723428.60968758,2498825.7208253476
1593043200000,13.668269270345402,80079343.43452953,15088639.352306733
1593129600000,17.349714154744916,104099568.65405478,19223308.17492098
1593216000000,12.260610071302047,73938342.86918128,7001388.790567849
1593302400000,11.765169955971917,71345861.09694065,4450372.519668833
1593388800000,11.92667439533175,72285383.42974038,2882184.402860923
1593475200000,10.574501128630713,64067908.38998478,4547325.942164655
1593561600000,10.078371446224857,61410261.882114395,3875468.594233693
1593648000000,11.154467907111778,69420629.35263054,6938680.152430214
1593734400000,11.622366940346952,72066740.1879846,6105567.499424684
1593820800000,11.4784757642632,71133713.07050893,4276108.938955876
1593907200000,11.302117181271218,70252884.07472166,7004874.640106488
1593993600000,10.78876031252938,66859553.203936026,3278486.6132581383
1594080000000,10.706033765329165,66329106.6567362,3286923.4812060264
1594166400000,10.607389432062131,67347371.0799903,3127923.2308120625
1594252800000,10.324200328177811,66915149.35435426,9349505.03635245
1594339200000,9.683250241437692,61476070.39571578,4332559.463506749
1594425600000,10.098113063123195,64123470.53300259,3919421.8468945995
1594512000000,10.418479841760918,66079218.02253128,3314461.366134135
1594598400000,9.821312297173005,62222475.47634529,2745960.7145964038
1594684800000,9.013997474673594,57452299.09779145,3007269.7535335887
1594771200000,8.558269867107319,55468325.07295287,2690475.419504291
1594857600000,8.234633104371364,53473725.10783285,2986844.288031026
1594944000000,8.164892321677724,53003671.34140806,2181883.6422210736
1595030400000,8.11818996599338,52743769.67366523,12261147.98670866
1595116800000,8.258328145218112,53916617.866152115,12048399.909748664
1595203200000,9.712625892352767,63072872.90275381,24405335.926906403
1595289600000,10.908797960802078,70818283.80847941,13014095.498053912
1595376000000,10.15136559076815,67561465.58785741,4411597.313953885
1595462400000,10.692120503078462,71044783.28779458,5797050.457036948
1595548800000,11.471698226880399,75876298.68229997,5005290.896747036
1595635200000,10.955820522275088,71711528.45151776,4790762.278481408
1595721600000,10.801216133051101,71734646.31414042,4549241.429083788
1595808000000,10.845111783211102,71864834.58277275,4724502.736837857
1595894400000,9.98192734203978,66489449.5365726,6158826.466711511
1595980800000,8.949921943426876,60302936.99044322,5238338.095956351
1596067200000,9.424908530192281,64028756.41075263,5098335.092530987
1596153600000,9.703916993329706,66003724.736290015,3694323.3242454478
1596240000000,10.516628248512935,71534353.55039155,3896834.616351096
1596326400000,10.877835751101447,73901475.4322091,5200007.609545426
1596412800000,10.488181279672038,71437854.25764997,7296570.707807594
1596499200000,10.439788247796738,70991037.80606626,3511252.0709536327
1596585600000,10.313828499426988,71568161.621355,3736169.5965398634
1596672000000,10.275653161515956,71270395.4840219,3550877.0642072386
1596758400000,12.915541437497078,89672327.39066368,23277951.687197395
1596844800000,13.252685815228642,91522725.64404985,14641896.189907072
1596931200000,16.810546184955527,116361901.2086741,14774122.687801104
1597017600000,26.557139510055812,186450610.50734034,44916823.98691247
1597104000000,23.18022569898255,161419777.7382108,48764448.374564834
1597190400000,20.104674263041243,142586906.70021382,27004139.238462586
1597276800000,22.876018644805576,162051508.95760953,36773330.3651153
1597363200000,21.29460210904441,151026908.71331903,31693641.85130183
1597449600000,21.31606862742337,149958457.7934894,21570734.99757822
1597536000000,19.308419764958412,137289606.53535455,33378009.260481693
1597622400000,19.60720973070959,138994077.17209432,32602268.873539876
1597708800000,19.767588130593268,141060268.94471747,33293183.68332522
1597795200000,20.396124702113813,147134799.45505583,35283199.76135077
1597881600000,17.89193919357368,129334721.64587475,29734156.82978674
1597968000000,22.671451861099406,164933211.59288636,44256608.070163034
1598054400000,20.038134193334034,144940047.45649558,38575016.48641145
1598140800000,25.80509893265462,186327802.48643428,53690755.706084415
1598227200000,24.301010974420358,175789417.9069423,52391246.74720454
1598313600000,24.460378891509368,177635636.55886045,38955290.83655186
1598400000000,23.397235918140126,173004073.67323932,60461505.62998413
1598486400000,26.532744339368076,193447579.62937996,85414481.24218778
1598572800000,25.560945719979678,189397639.7356651,57646235.384754844
1598659200000,27.820897195773465,204769957.88031638,60004865.133930095
1598745600000,32.14696400153925,241336246.69980964,71498560.45187771
1598832000000,33.17528275478233,244601792.41082984,119059404.40240192
1598918400000,32.91441816425999,244191091.61573985,71159171.78241506
1599004800000,34.460380703233305,255129160.62050694,102017172.06186882
1599091200000,32.06025843590655,241327563.32628703,85904205.55019984
1599177600000,23.276816388100404,172372442.9564495,62408146.67035375
1599264000000,22.254575737790812,167577700.40321234,68791872.67993587
1599350400000,18.64287893003214,139016416.8654875,72077220.97594748
1599436800000,21.506180544323804,161364382.86425602,58673819.048164934
1599523200000,21.60596379717849,161675007.67082378,61370547.04652776
1599609600000,20.200654674035153,154182276.78915688,50487822.77774598
1599696000000,21.010829774292176,161422282.9827428,62860124.703178965
1599782400000,21.08706750232686,161133318.18125427,74202835.45355791
1599868800000,20.537238961754564,157828506.99506667,55665569.51511844
1599955200000,23.775682023323487,182344460.39998052,72865373.23858644
1600041600000,22.541278065179668,171989149.4046044,104509723.90605965
1600128000000,24.277823611994265,185172061.08536118,105417133.6729617
1600214400000,21.60782681385174,168445997.3502454,92075641.00775445
1600300800000,21.010166616267586,166313909.75733185,73674804.70950976
1600387200000,22.583711148392734,180213602.38067842,95982641.09268908
1600473600000,20.253355238575846,161966596.00131425,83717307.28325982
1600560000000,18.373015664443198,147218728.84504506,96052204.27309369
1600646400000,17.246738309901016,138483547.9527714,72233389.50976825
1600732800000,15.013235070177979,121335660.62951551,67970833.1744761
