timestamp,prices,market_caps,total_volumes
1577836800000,0.25722491848754137,18022379.595517006,6453573.546426735
1577923200000,0.2395172968176863,16703759.303014927,9483337.223806452
1578009600000,0.20877269419018216,14597482.47889791,10119827.510469755
1578096000000,0.2225431579744889,15554709.52502015,12086406.382515818
1578182400000,0.22137823161025583,15441989.898841755,9878862.112935955
1578268800000,0.22020233381887253,15356532.388469711,12988730.483413497
1578355200000,0.23223048841904415,16180171.550776945,12810702.215980059
1578441600000,0.22804232799838248,15983787.286121428,5709276.725280414
1578528000000,0.22358730040807423,15610138.995427633,8397129.21991052
1578614400000,0.21810123021559027,15177811.779949874,8799155.373572767
1578700800000,0.21596393542534148,15185984.077975456,6159471.919667384
1578787200000,0.2148582607052475,15023354.728228483,4982272.30702068
1578873600000,0.21901092362935534,15267452.546569474,1928689.1895274979
1578960000000,0.21785702550143787,15230998.494498478,5263954.049335493
1579046400000,0.2299444154741362,16141591.391985541,4863736.986204375
1579132800000,0.2176784872883543,15170187.197726332,7910164.956217899
1579219200000,0.224360530246286,15623121.121700091,8354687.568618046
1579305600000,0.22430228636747143,16102412.128027722,17336210.119292036
1579392000000,0.2312737271649977,16122770.239918401,14419580.301684832
1579478400000,0.21756589764146095,15191457.348373756,8274403.22022834
1579564800000,0.21824302840845103,15210824.084451884,4293271.92600646
1579651200000,0.22051696500877208,15364693.854637226,7766882.135151842
1579737600000,0.21966731583206128,15321876.188876774,8071608.113683264
1579824000000,0.2135372966478515,14838112.653248426,7704375.274592396
1579910400000,0.21334588467389073,14877061.27601469,8985752.838728668
1579996800000,0.21792720484567493,15194533.985230986,7935914.714072284
1580083200000,0.23210138067110553,16162623.174503287,14378377.496337214
1580169600000,0.23959760361222202,16692380.003550008,10014521.547298662
1580256000000,0.2501148699869158,17509499.324004013,9650795.865523122
1580342400000,0.24199744633576684,17386616.925041236,10770534.882933995
1580428800000,0.24581236957480526,17119229.58547873,10596557.189237237
1580515200000,0.2410169755407134,16891180.832619447,8362827.883752618
1580601600000,0.2454664701119347,17145112.45181647,6620547.483941454
1580688000000,0.25497141868172396,17794340.79092398,3193108.6090538898
1580774400000,0.2526589527275566,17619992.741002023,3441651.628379846
1580860800000,0.26448531481832566,18416565.825368527,15099894.633267675
1580947200000,0.2842520663776812,19851453.60287333,15698567.984662788
1581033600000,0.2996482414079654,20901145.867663566,19176370.240098704
1581120000000,0.3060553095325369,21324959.759325013,16728552.835330857
1581206400000,0.3071917483705167,21430967.683195468,8259595.220986619
1581292800000,0.3140727232882506,21898080.970345505,16334113.92793325
1581379200000,0.30913086675238505,21565050.906174053,12337213.352081679
1581465600000,0.32709736819139273,22263861.204158712,24802399.464367826
1581552000000,0.34347394978079704,24979437.992944073,24320380.051133465
1581638400000,0.3391513101026453,23639443.011530146,29574139.21185607
1581724800000,0.35296500219467786,24589142.423642196,40559039.92188809
1581811200000,0.3250366572090788,22740440.64673096,11128544.236663312
1581897600000,0.31020844631183814,21673386.233427014,41110518.977236055
1581984000000,0.32742639992238,22330150.3760186,41733891.80456305
1582070400000,0.3511853100470653,23474881.410772644,40408596.815313734
1582156800000,0.31813601967500926,22212877.998439375,33896974.363932386
1582243200000,0.3348153970499216,23376533.48712766,37463817.76628035
1582329600000,0.32955296102823756,23036157.927064463,40473260.979157686
1582416000000,0.3367318294439828,23476599.48952147,44270708.698111944
1582502400000,0.3388793700579689,23628051.06911907,43495672.60065074
1582588800000,0.32780336074528116,22828420.940820336,40462610.56347684
1582675200000,0.31444282572129095,21948219.079436388,32320777.407452602
1582761600000,0.273649039683929,19098512.371424664,17501432.14871013
1582848000000,0.27528746784835667,19173059.78297392,17665552.898499403
1582934400000,0.2740537609453454,19132411.675937448,11298474.956423625
1583020800000,0.2671877837801259,18776169.633790474,1783367.7877451796
1583107200000,0.2676876726068377,18674953.701154992,1700661.3340405026
1583193600000,0.2817392495254604,19620636.6995137,1592036.6562016665
1583280000000,0.2760052148128134,19244082.390042406,1400160.1213236926
1583366400000,0.2775304784121463,19347028.212846648,1851845.852879289
1583452800000,0.29013007205611374,20252614.99531346,2275213.0517475707
1583539200000,0.2987328607414544,20805669.216033,2033908.3944952562
1583625600000,0.28869469134674136,20135192.321743257,2178630.757126084
1583712000000,0.2462360994539779,17284489.61163302,2415286.8309392757
1583798400000,0.24324590040180233,16923547.906196456,2564777.1631843643
1583884800000,0.2436857651160899,17076659.28518835,3299866.522977637
1583971200000,0.24172496635555132,16844452.70857167,3795696.847036774
1584057600000,0.1388524966357582,9393157.75681708,2234992.2600956187
1584144000000,0.15943134322550861,11089087.104943935,2498509.8828881676
1584230400000,0.15203691094413424,10578945.187622808,1655072.2154107378
1584316800000,0.15445832030671677,10833529.014384095,2101567.186972179
1584403200000,0.13766979746951113,9622852.920187838,2370225.8317371
1584489600000,0.14921138822270222,10487047.746881448,3253397.560094589
1584576000000,0.1499733644007766,10435189.831515608,4132441.5005742395
1584662400000,0.17696429905159997,12381700.074564474,5732071.082906886
1584748800000,0.16699232943831294,11660922.415717306,5564143.831523137
1584835200000,0.16871867004662103,11770338.422006562,6082197.925429619
1584921600000,0.1588694429570766,11094509.567809692,5206207.587424518
1585008000000,0.17176178798408556,11980447.97654032,5695484.497587217
1585094400000,0.17734335628147752,12380888.60386309,6023374.636279175
1585180800000,0.1739934974461726,12112551.366715847,4971394.09939953
1585267200000,0.17888635220242505,12514299.696109649,5020004.467177544
1585353600000,0.17089476747742274,11919972.97685278,4657608.948202397
1585440000000,0.16911276309473938,11773932.833633382,4888347.144096671
