timestamp,prices,market_caps,total_volumes
1577836800000,434.68416374547706,322805962.3383096,3573157.9778322363
1577923200000,437.0474395373289,324480260.4274398,3696889.424942128
1578009600000,424.15664891633645,315145005.69186324,3869157.4633203037
1578096000000,441.92014672633695,326456203.29555905,4101888.8746665064
1578182400000,438.54983371115986,327300232.1783969,4064037.134018369
1578268800000,443.90040790265795,329966258.621729,4122348.7672546767
1578355200000,464.5850472544909,407648459.7250252,1650111.041702633
1578441600000,468.09858585238544,410397782.69950545,4088182.2319729924
1578528000000,480.0542545421937,424670112.0437115,1775737.3605484513
1578614400000,469.62360206334125,412767823.8208375,4490761.963352699
1578700800000,483.76181199309156,424203860.46018326,4331637.831923201
1578787200000,476.87753176698675,420953813.0182962,4976204.153801445
1578873600000,490.5115003596902,432365098.12668896,4136726.946666475
1578960000000,484.00886485550296,426659154.569744,4118173.064126678
1579046400000,534.4159017042057,465468269.9565415,2718288.226402904
1579132800000,528.5046280710279,460518812.59096575,2305471.8125343174
1579219200000,528.4263794049372,458912349.3695215,1929284.0913822083
1579305600000,514.0398665593805,449279749.8261233,2693795.373876513
1579392000000,515.3638719555591,450011554.2811253,2604895.0480712727
1579478400000,505.44148018649537,440095407.46140355,1961180.078104546
1579564800000,481.68045921727344,421001671.7865249,3507575.329170015
1579651200000,485.30462613007046,422521358.37322253,2687333.3875903734
1579737600000,475.1309319412763,413888750.1543549,1892377.8462407042
1579824000000,470.1319191317106,408040999.4949712,1802084.957746997
1579910400000,465.013033780997,404566332.6140724,1716165.5889567805
1579996800000,457.0523272426017,397852766.3045136,1287974.397318289
1580083200000,477.81774382722216,415252833.07654715,1347935.0142330073
1580169600000,483.7447479036215,420372154.5911736,1579438.9624943
1580256000000,529.62425990889,460929247.77521515,2804077.865419625
1580342400000,518.6136376183665,452833391.0645525,1472419.8954735906
1580428800000,544.4314555232917,473028980.94679004,2020605.881607466
1580515200000,542.1406511485349,472944596.7545656,1834734.2191557598
1580601600000,550.9243379450294,479006349.4651579,1336768.34004335
1580688000000,551.4848921045649,480355108.1979954,1647815.723594917
1580774400000,556.102450945731,483749369.41518164,1907256.7858641262
1580860800000,550.6492141077523,478443848.85425335,1192757.4422928146
1580947200000,571.2477257151398,498557034.8307963,1700343.8456785558
1581033600000,570.3685869325367,496947003.3107332,1880414.318975755
1581120000000,576.5624214907501,501243760.289696,1785444.8939466842
1581206400000,574.1543364658061,499263654.9788215,1534401.3309132673
1581292800000,586.3342452916992,509741695.0009088,1819341.0378472842
1581379200000,571.9631213850785,498055175.96445364,1992594.015670786
1581465600000,586.9569798689075,510517300.0946424,2264680.686214371
1581552000000,609.1794449185625,529601037.3180046,3206717.755036491
1581638400000,623.8097580558132,541387188.612146,3900464.2236686596
1581724800000,635.3830686840024,552569486.2934854,4006711.1774995457
1581811200000,601.6078822318931,522891271.7880005,3048364.8445776366
1581897600000,631.2836501748193,548351130.0848897,4446723.845520144
1581984000000,610.9885474147741,529312080.89066225,3151311.9307452985
1582070400000,633.2577659080816,551624896.0548817,3391655.23511247
1582156800000,643.6045574012187,566981942.2208457,5989670.361183397
1582243200000,641.1052393290532,557496178.6811255,4557620.176413556
1582329600000,629.1934975953978,546250319.8222703,3125281.434753494
1582416000000,637.8696193583626,554519758.8393791,3478556.1439466816
1582502400000,653.2775332637468,568182699.9122199,3771008.09270576
1582588800000,631.4796372830122,547600148.2179513,3915034.385524361
1582675200000,587.2047452049063,511228614.4916073,3289832.3944652295
1582761600000,538.7262779128149,470387272.03382766,3174294.4469695063
1582848000000,563.287056372699,490036443.8829963,3261944.828910149
1582934400000,585.4177662311861,508865340.45806,4322887.702382721
1583020800000,552.6314253640376,480757187.03995097,3316232.636307894
1583107200000,545.2210738123996,474445367.8610986,3373736.6327919774
1583193600000,575.7288726126355,500041391.54565877,2351277.569646365
1583280000000,534.7274692976008,466254912.00272137,2969235.392747686
1583366400000,543.9704558693951,471497919.28899777,1970840.4977682694
1583452800000,545.44394199538,473748917.6319379,2646929.4457869763
1583539200000,589.5527993285897,511462898.1732363,3678569.526892564
1583625600000,612.0519174943447,531468647.42993647,4410895.820948867
1583712000000,511.7599479594345,446837152.76078403,3511806.216723529
1583798400000,513.4574479672677,446449926.5927816,4018839.83641652
1583884800000,501.8253354662042,437295285.01910204,2520974.326578514
1583971200000,490.6889438293519,425976096.2475117,2472498.6306336084
1584057600000,203.3193186247471,177230074.8969962,6480135.542128648
1584144000000,316.3160671309135,271639572.5518741,5467219.365105251
1584230400000,241.82215073473242,210503481.77435184,2529038.591890718
1584316800000,212.1227632160655,184297776.27793926,3238096.3891957086
1584403200000,204.71757738760783,175912427.3953035,3462517.2471542177
1584489600000,211.1434649249843,184522891.65449065,1979138.2687626907
1584576000000,211.1014348077564,183310550.94548815,2992946.9608491776
1584662400000,269.81192256504465,233409256.61790532,4515995.831222071
1584748800000,253.83522470615551,222081950.31512463,2970716.4731698274
1584835200000,270.8557721982781,236949808.2624044,2400265.099160672
1584921600000,255.38956744205976,223563894.17794082,2499802.0912242145
1585008000000,269.7974947754532,238726410.9296405,2146382.966039244
1585094400000,279.47141271404104,247053833.87668937,2463161.9974636566
1585180800000,281.35196622589837,247878152.13528627,1583403.4560682778
1585267200000,342.9623617525207,302205510.58076,2508345.296112748
1585353600000,307.79274819709,272525664.34847254,3057355.509142524
1585440000000,309.3682020814082,274563566.84583956,2307925.9529526224
1585526400000,289.5553391635988,257595941.47235373,1934188.5354880488
1585612800000,293.6938320547263,261546040.42434588,2104624.1993695437
